r	b	swpd	free	buff	cache	si	so	bi	bo	in	cs	us	sy	id	wa	st	gu	CST
56	0	0	49926724	524996	154272168	0	0	0	25364	191003	322734	36	1	62	0	0	0	2025-11-13 17:42:03
43	0	0	49693076	524996	154273900	0	0	0	46498	173480	283986	33	1	65	0	0	0	2025-11-13 17:42:08
8	0	0	49588472	524996	154274560	0	0	0	20500	129307	215807	13	1	87	0	0	0	2025-11-13 17:42:13
14	0	0	49535712	525000	154275988	0	0	0	6810	104682	173400	9	1	90	0	0	0	2025-11-13 17:42:18
27	0	0	49438880	525008	154276716	0	0	0	15536	117556	195720	11	1	88	0	0	0	2025-11-13 17:42:23
25	0	0	49295624	525008	154277668	0	0	0	11318	166640	279111	22	1	77	0	0	0	2025-11-13 17:42:28
13	0	0	49320044	525012	154278268	0	0	0	23483	105169	173696	9	1	90	0	0	0	2025-11-13 17:42:33
16	0	0	49404560	525016	154278748	0	0	0	4838	131902	219062	14	1	85	0	0	0	2025-11-13 17:42:38
6	0	0	49169516	525068	154280768	0	0	0	23643	139534	232251	14	1	85	0	0	0	2025-11-13 17:42:43
7	0	0	49251980	525076	154280836	0	0	0	4742	105269	175961	9	1	90	0	0	0	2025-11-13 17:42:48
14	0	0	49174432	525080	154281176	0	0	0	3013	108774	181411	10	1	89	0	0	0	2025-11-13 17:42:53
23	0	0	49079600	525080	154281624	0	0	0	9257	126367	209411	13	1	86	0	0	0	2025-11-13 17:42:58
14	0	0	49099584	525088	154282224	0	0	0	20283	137026	233765	13	1	86	0	0	0	2025-11-13 17:43:03
7	0	0	49144304	525096	154282528	0	0	0	3938	99406	165029	8	1	92	0	0	0	2025-11-13 17:43:08
11	0	0	49113536	525100	154282868	0	0	0	3295	97124	163820	6	1	93	0	0	0	2025-11-13 17:43:13
19	0	0	49101536	525104	154284004	0	0	0	6578	101642	169330	9	1	90	0	0	0	2025-11-13 17:43:18
17	0	0	49109976	525112	154284284	0	0	0	3689	109081	180826	10	1	89	0	0	0	2025-11-13 17:43:23
13	0	0	48809008	525112	154284744	0	0	0	7489	124958	198294	14	1	85	0	0	0	2025-11-13 17:43:28
22	0	0	48720472	525112	154285540	0	0	0	27327	121736	202261	14	1	86	0	0	0	2025-11-13 17:43:33
14	0	0	48592004	525116	154286048	0	0	0	10215	116591	193388	12	1	87	0	0	0	2025-11-13 17:43:38
24	0	0	48548084	525160	154287632	0	0	0	14837	163233	269653	19	1	80	0	0	0	2025-11-13 17:43:43
35	0	0	48437288	525160	154289140	0	0	0	59193	166191	281496	42	2	56	0	0	0	2025-11-13 17:43:48
68	0	0	48193860	525168	154290500	0	0	0	30336	179809	299889	30	1	69	0	0	0	2025-11-13 17:43:53
61	0	0	47794292	525168	154293112	0	0	0	54779	175898	276881	43	2	56	0	0	0	2025-11-13 17:43:58
42	0	0	47916748	525168	154294956	0	0	0	49114	174146	285787	38	2	60	0	0	0	2025-11-13 17:44:03
11	1	0	47867232	525172	154296360	0	0	0	14526	145298	244090	20	1	78	0	0	0	2025-11-13 17:44:08
17	0	0	47841780	525172	154296968	0	0	0	2665	138400	228562	15	1	84	0	0	0	2025-11-13 17:44:13
40	0	0	47782216	525176	154302108	0	0	0	17752	160296	328868	36	3	61	0	0	0	2025-11-13 17:44:18
17	0	0	47733036	525180	154302848	0	0	0	38605	108732	182227	10	1	89	0	0	0	2025-11-13 17:44:23
8	0	0	47707548	525184	154303332	0	0	0	4391	110375	184045	11	1	88	0	0	0	2025-11-13 17:44:28
13	0	0	47856640	525188	154303872	0	0	0	3767	100748	168997	8	1	91	0	0	0	2025-11-13 17:44:33
14	0	0	47773052	525188	154304648	0	0	0	8619	138910	214002	28	1	71	0	0	0	2025-11-13 17:44:38
12	0	0	47465312	525248	154305728	0	0	0	22156	105746	178135	8	1	91	0	0	0	2025-11-13 17:44:43
16	0	0	47538712	525256	154306316	0	0	0	2501	102978	173043	9	1	90	0	0	0	2025-11-13 17:44:48
12	0	0	47546716	525256	154306692	0	0	0	2726	119360	201237	13	1	87	0	0	0	2025-11-13 17:44:53
14	0	0	47466956	525264	154307304	0	0	0	8880	130808	216437	13	1	86	0	0	0	2025-11-13 17:44:58
34	0	0	47427160	525268	154307696	0	0	0	18646	107478	177710	10	1	90	0	0	0	2025-11-13 17:45:03
10	0	0	47449104	525272	154308148	0	0	0	5964	109874	182763	10	1	89	0	0	0	2025-11-13 17:45:08
22	0	0	47441748	525276	154308528	0	0	0	6363	112379	189477	11	1	89	0	0	0	2025-11-13 17:45:13
15	0	0	47410020	525276	154309688	0	0	0	13540	113100	189976	11	1	88	0	0	0	2025-11-13 17:45:18
32	0	0	47170212	525276	154310048	0	0	0	4509	116943	195708	12	1	87	0	0	0	2025-11-13 17:45:23
7	0	0	47003924	525284	154310556	0	0	0	16570	139969	243505	12	1	87	0	0	0	2025-11-13 17:45:28
15	0	0	47184832	525288	154310920	0	0	0	8054	109480	184915	10	1	89	0	0	0	2025-11-13 17:45:33
68	0	0	47079424	525296	154311596	0	0	0	5903	186720	344176	19	1	80	0	0	0	2025-11-13 17:45:38
46	0	0	46662324	525324	154770268	0	0	0	37856	155043	258043	21	2	77	0	0	0	2025-11-13 17:45:43
25	0	0	46673360	525344	154771848	0	0	0	30807	184161	311710	25	1	73	0	0	0	2025-11-13 17:45:48
36	0	0	46476760	525348	154773384	0	0	0	43851	184031	304868	35	1	64	0	0	0	2025-11-13 17:45:53
8	0	0	46528296	525348	154774476	0	0	0	36224	133694	225678	16	1	83	0	0	0	2025-11-13 17:45:58
8	0	0	46613044	525356	154774812	0	0	0	2788	94938	158140	6	1	93	0	0	0	2025-11-13 17:46:03
74	0	0	46499332	525356	154775484	0	0	0	2926	152855	250029	20	1	78	0	0	0	2025-11-13 17:46:08
57	0	0	46451548	525364	154776948	0	0	0	34877	188058	321832	34	1	64	0	0	0	2025-11-13 17:46:13
43	0	0	46242672	525364	154779840	0	0	0	54010	176164	285457	42	2	56	0	0	0	2025-11-13 17:46:18
11	0	0	46150044	525368	154781908	0	0	0	44332	165435	283656	31	1	67	0	0	0	2025-11-13 17:46:23
20	0	0	46218516	525368	154782592	0	0	0	16198	118305	197992	12	1	87	0	0	0	2025-11-13 17:46:28
24	0	0	46166712	525376	154783260	0	0	0	15940	136961	226895	16	1	84	0	0	0	2025-11-13 17:46:33
15	0	0	46124972	525380	154783840	0	0	0	11883	170888	312716	13	1	86	0	0	0	2025-11-13 17:46:38
12	0	0	46074172	525396	154784132	0	0	0	1472	106079	182559	8	1	91	0	0	0	2025-11-13 17:46:43
10	0	0	45946152	525428	154785376	0	0	0	2963	114251	194300	10	1	89	0	0	0	2025-11-13 17:46:48
11	0	0	45850632	525432	154785636	0	0	0	5048	104523	176159	9	1	90	0	0	0	2025-11-13 17:46:53
11	0	0	45667620	525440	154786180	0	0	0	12745	123475	208566	13	1	86	0	0	0	2025-11-13 17:46:58
49	0	0	45967804	525448	154786732	0	0	0	19001	158769	268538	17	1	82	0	0	0	2025-11-13 17:47:03
6	0	0	45935040	525456	154787580	0	0	0	42929	142512	246681	22	1	77	0	0	0	2025-11-13 17:47:08
15	0	0	45970384	525464	154787924	0	0	0	2498	101427	170691	9	1	90	0	0	0	2025-11-13 17:47:13
53	0	0	45674528	525464	154790132	0	0	0	38250	161492	267407	32	1	67	0	0	0	2025-11-13 17:47:18
11	0	0	45616536	525468	154793964	0	0	0	30362	163344	354149	31	3	66	0	0	0	2025-11-13 17:47:23
7	0	0	45661520	525472	154794416	0	0	0	4160	97500	161116	8	1	92	0	0	0	2025-11-13 17:47:28
24	0	0	45628452	525472	154794800	0	0	0	3257	97296	161487	7	1	92	0	0	0	2025-11-13 17:47:33
58	0	0	45484072	525476	154795476	0	0	0	27795	153941	259204	22	1	77	0	0	0	2025-11-13 17:47:38
1	1	0	45651812	525480	154797044	0	0	0	31203	123176	201953	24	1	75	0	0	0	2025-11-13 17:47:43
0	0	0	45576376	525524	154798712	0	0	0	3793	26496	46005	0	0	99	0	0	0	2025-11-13 17:47:48
1	0	0	45568168	525524	154798860	0	0	0	569	21828	40774	0	0	100	0	0	0	2025-11-13 17:47:53
0	0	0	45587452	525528	154799152	0	0	0	375	23801	42733	0	0	100	0	0	0	2025-11-13 17:47:58
0	0	0	45585340	525532	154799428	0	0	0	764	23580	44333	0	0	100	0	0	0	2025-11-13 17:48:03
0	0	0	45594344	525536	154799748	0	0	0	588	22642	41257	0	0	100	0	0	0	2025-11-13 17:48:08
0	0	0	45596824	525544	154799984	0	0	0	683	21844	40714	0	0	100	0	0	0	2025-11-13 17:48:13
0	0	0	45601676	525548	154800324	0	0	0	2312	23500	43555	0	0	100	0	0	0	2025-11-13 17:48:18
0	0	0	45411596	525548	154799380	0	0	0	895	22459	41533	1	0	99	0	0	0	2025-11-13 17:48:23
0	0	0	45423164	525552	154799716	0	0	0	362	21684	40491	0	0	100	0	0	0	2025-11-13 17:48:28
0	0	0	45424192	525556	154800032	0	0	0	738	22189	41557	0	0	100	0	0	0	2025-11-13 17:48:33
0	0	0	45439440	525564	154800344	0	0	0	517	21589	40559	0	0	100	0	0	0	2025-11-13 17:48:38
0	0	0	45448160	525580	154800616	0	0	0	637	22861	42240	0	0	100	0	0	0	2025-11-13 17:48:43
0	0	0	45313916	525620	154801560	0	0	1	4304	28400	49481	0	0	99	0	0	0	2025-11-13 17:48:48
2	0	0	77699532	525624	126403384	0	0	0	7198	26951	47186	0	1	99	0	0	0	2025-11-13 17:48:53
0	0	0	79530836	525624	124583184	0	0	0	685	23205	41274	0	0	100	0	0	0	2025-11-13 17:48:58
0	0	0	79528792	525624	124583444	0	0	0	779	21501	40124	0	0	100	0	0	0	2025-11-13 17:49:03
1	0	0	79517788	525628	124583620	0	0	0	659	23533	41619	0	0	99	0	0	0	2025-11-13 17:49:08
0	0	0	79527760	525632	124583924	0	0	0	202	21381	39668	0	0	99	0	0	0	2025-11-13 17:49:13
0	0	0	79535124	525640	124584224	0	0	0	314	22305	40879	0	0	99	0	0	0	2025-11-13 17:49:18
0	0	0	79546684	525648	124585424	0	0	0	229	22307	40996	0	0	99	0	0	0	2025-11-13 17:49:23
1	0	0	79556480	525648	124585628	0	0	0	684	23008	42170	0	0	99	0	0	0	2025-11-13 17:49:28
1	0	0	79551888	525652	124585984	0	0	0	302	22634	41787	0	0	100	0	0	0	2025-11-13 17:49:33
0	0	0	79559280	525656	124586260	0	0	0	292	21853	40644	0	0	100	0	0	0	2025-11-13 17:49:38
0	0	0	79559052	525660	124586500	0	0	0	497	22612	41771	0	0	100	0	0	0	2025-11-13 17:49:43
0	0	0	79458356	525712	124587056	0	0	0	1596	27458	48455	0	0	99	0	0	0	2025-11-13 17:49:48
1	0	0	79516284	525720	124587156	0	0	0	591	22893	41383	0	0	100	0	0	0	2025-11-13 17:49:53
2	0	0	79526880	525720	124587356	0	0	0	742	22807	40703	0	0	100	0	0	0	2025-11-13 17:49:58
6	0	0	79527160	525724	124588008	0	0	0	306	21580	40317	0	0	100	0	0	0	2025-11-13 17:50:03
0	0	0	79545128	525728	124588240	0	0	0	296	21868	39877	0	0	100	0	0	0	2025-11-13 17:50:08
1	0	0	79544024	525736	124588528	0	0	0	698	21364	39921	0	0	99	0	0	0	2025-11-13 17:50:13
5	0	0	79534256	525752	124588772	0	0	0	320	22676	40922	0	0	99	0	0	0	2025-11-13 17:50:18
0	0	0	79529996	525752	124592572	0	0	0	267	33969	103257	7	2	91	0	0	0	2025-11-13 17:50:23
0	0	0	79521740	525760	124593036	0	0	0	632	23185	42806	0	0	99	0	0	0	2025-11-13 17:50:28
0	0	0	79518392	525764	124593284	0	0	0	288	21245	39928	0	0	100	0	0	0	2025-11-13 17:50:33
0	0	0	79523492	525772	124593516	0	0	0	256	21180	39783	0	0	100	0	0	0	2025-11-13 17:50:38
2	0	0	79521744	525780	124593876	0	0	0	651	21113	39913	0	0	100	0	0	0	2025-11-13 17:50:43
0	0	0	79405204	525840	124594492	0	0	0	1535	25158	43901	0	0	99	0	0	0	2025-11-13 17:50:48
1	0	0	79477208	525840	124594424	0	0	0	690	24640	45012	0	0	100	0	0	0	2025-11-13 17:50:53
0	0	0	79491384	525848	124594724	0	0	0	695	25020	43422	0	0	100	0	0	0	2025-11-13 17:50:58
1	0	0	79490328	525852	124595064	0	0	16	806	25060	45706	0	0	100	0	0	0	2025-11-13 17:51:03
0	0	0	79492976	525852	124595324	0	0	0	346	22977	41486	0	0	100	0	0	0	2025-11-13 17:51:08
1	0	0	79490848	525856	124595536	0	0	0	686	21765	40453	0	0	100	0	0	0	2025-11-13 17:51:13
3	1	0	79493872	525860	124595992	0	0	0	469	21570	40156	0	0	99	0	0	0	2025-11-13 17:51:18
1	0	0	81475464	525864	125843144	0	0	0	593	25461	46345	0	0	99	0	0	0	2025-11-13 17:51:23
3	0	0	85736052	525868	126649808	0	0	1	1614	45251	82300	4	1	96	0	0	0	2025-11-13 17:51:28
0	0	0	85833808	525872	126650008	0	0	0	407	25958	46763	1	0	99	0	0	0	2025-11-13 17:51:33
0	0	0	85876532	525880	126650340	0	0	0	279	21907	41025	0	0	99	0	0	0	2025-11-13 17:51:38
1	0	0	85519252	525884	126650716	0	0	0	596	39052	69184	3	1	96	0	0	0	2025-11-13 17:51:43
1	0	0	85356768	525936	126651532	0	0	0	1841	50146	65367	5	1	94	0	0	0	2025-11-13 17:51:48
1	0	0	85493468	525936	126658144	0	0	0	579	29813	54751	1	0	99	0	0	0	2025-11-13 17:51:53
1	0	0	85517556	525940	126651660	0	0	0	234	31402	56310	1	0	99	0	0	0	2025-11-13 17:51:58
2	0	0	85502596	525944	126651668	0	0	0	664	30095	56134	1	0	99	0	0	0	2025-11-13 17:52:03
10	0	0	84207716	525944	127481256	0	0	0	773	43142	75941	3	1	96	0	0	0	2025-11-13 17:52:08
1	0	0	83779688	525944	128138604	0	0	0	240	43142	70273	9	2	89	0	0	0	2025-11-13 17:52:13
1	0	0	83795012	525952	128132328	0	0	0	932	22637	42046	1	0	99	0	0	0	2025-11-13 17:52:18
2	0	0	83797884	525960	128133444	0	0	0	341	21523	40164	0	0	99	0	0	0	2025-11-13 17:52:23
3	0	0	83791912	525964	128133668	0	0	0	245	22167	41024	0	0	99	0	0	0	2025-11-13 17:52:28
1	0	0	83820980	525972	128133904	0	0	0	623	23192	42687	0	0	100	0	0	0	2025-11-13 17:52:33
54	0	0	80431084	525976	130636668	0	0	0	211	89705	136868	17	3	80	0	0	0	2025-11-13 17:52:38
15	0	0	75937572	525984	135335596	0	0	0	1345	142547	225563	30	4	66	0	0	0	2025-11-13 17:52:43
23	0	0	68287984	526028	142566512	0	0	0	8907	161207	259532	19	13	68	0	0	0	2025-11-13 17:52:48
15	0	0	68228496	526032	142566736	0	0	0	31293	164506	261679	37	2	61	0	0	0	2025-11-13 17:52:53
44	0	0	65409732	526036	145204644	0	0	0	14417	163735	267926	22	9	69	0	0	0	2025-11-13 17:52:58
17	0	0	65201660	526040	145206628	0	0	0	44178	182985	301079	32	1	67	0	0	0	2025-11-13 17:53:03
60	0	0	63850692	526044	146453116	0	0	0	12250	160126	259311	31	4	65	0	0	0	2025-11-13 17:53:08
30	0	0	63660524	526048	146453392	0	0	0	56086	171152	254864	52	2	46	0	0	0	2025-11-13 17:53:13
31	0	0	63679856	526052	146453676	0	0	0	39470	180719	297244	33	1	66	0	0	0	2025-11-13 17:53:18
19	0	0	63531280	526056	146453964	0	0	0	15682	123694	210622	13	1	86	0	0	0	2025-11-13 17:53:23
23	0	0	63410904	526056	146457896	0	0	0	6148	127529	263714	17	3	80	0	0	0	2025-11-13 17:53:28
33	1	0	63292516	526064	146458204	0	0	0	11805	141812	236431	16	1	83	0	0	0	2025-11-13 17:53:33
67	0	0	61156376	526064	148504988	0	0	0	28539	139189	208765	39	7	54	0	0	0	2025-11-13 17:53:38
57	0	0	60775036	526076	148505224	0	0	0	58606	174551	279415	46	2	53	0	0	0	2025-11-13 17:53:43
36	0	0	60439216	526128	148505668	0	0	0	46519	184084	302466	31	1	67	0	0	0	2025-11-13 17:53:48
17	0	0	60166360	526136	148571484	0	0	0	19675	158246	265038	17	1	82	0	0	0	2025-11-13 17:53:53
15	0	0	60171624	526140	148571892	0	0	0	3986	111827	187411	9	1	90	0	0	0	2025-11-13 17:53:58
9	0	0	60055652	526140	148572128	0	0	0	10293	127974	213866	13	1	86	0	0	0	2025-11-13 17:54:03
63	0	0	58333732	526140	150144520	0	0	0	29391	145808	223620	32	5	64	0	0	0	2025-11-13 17:54:08
63	0	0	58020468	526148	150144800	0	0	0	32996	172449	286606	37	1	62	0	0	0	2025-11-13 17:54:13
60	0	0	57626536	526156	150145092	0	0	0	55121	176228	282450	46	2	52	0	0	0	2025-11-13 17:54:18
12	0	0	57401996	526164	150145388	0	0	0	39593	172266	288244	31	1	67	0	0	0	2025-11-13 17:54:23
7	0	0	57587032	526172	150146444	0	0	0	10742	121777	202075	13	1	86	0	0	0	2025-11-13 17:54:28
26	0	0	57588856	526176	150146740	0	0	0	4101	107027	176884	8	1	91	0	0	0	2025-11-13 17:54:33
10	0	0	57408740	526176	150147028	0	0	0	12347	134587	225314	13	1	86	0	0	0	2025-11-13 17:54:38
56	0	0	57186556	526180	150147260	0	0	0	22894	171793	276400	22	1	77	0	0	0	2025-11-13 17:54:43
69	0	0	56966120	526228	150147724	0	0	0	40694	196333	333825	36	2	63	0	0	0	2025-11-13 17:54:48
29	1	0	56815168	526232	150148092	0	0	0	24367	168284	282322	22	1	76	0	0	0	2025-11-13 17:54:53
34	0	0	56947908	526240	150148296	0	0	0	3245	135268	227087	13	1	86	0	0	0	2025-11-13 17:54:58
23	0	0	55244768	526240	151850084	0	0	0	13930	159395	248462	20	5	75	0	0	0	2025-11-13 17:55:03
37	0	0	55052304	526244	151850376	0	0	0	20619	136676	223364	14	1	85	0	0	0	2025-11-13 17:55:08
34	0	0	54850136	526248	151850604	0	0	0	12404	191061	326123	24	1	75	0	0	0	2025-11-13 17:55:13
15	0	0	54691772	526256	151850956	0	0	0	40461	158479	250385	32	1	67	0	0	0	2025-11-13 17:55:18
26	0	0	54652484	526264	151851192	0	0	0	32526	130087	216318	13	1	86	0	0	0	2025-11-13 17:55:23
6	0	0	54431464	526272	151852292	0	0	0	13831	174965	295840	24	1	75	0	0	0	2025-11-13 17:55:28
28	0	0	54393576	526272	151852524	0	0	0	27332	104618	175695	7	1	92	0	0	0	2025-11-13 17:55:33
8	0	0	54578828	526280	151852812	0	0	0	3225	106043	178826	7	1	92	0	0	0	2025-11-13 17:55:38
33	0	0	54444120	526284	151853100	0	0	0	4369	134113	220648	13	1	86	0	0	0	2025-11-13 17:55:43
74	0	0	53265016	526316	152732656	0	0	0	13929	169235	278661	37	3	60	0	0	0	2025-11-13 17:55:48
14	0	0	53125572	526320	152733464	0	0	0	52214	156280	271746	25	1	73	0	0	0	2025-11-13 17:55:53
18	0	0	52836236	526320	152733840	0	0	0	13954	169958	274413	18	1	81	0	0	0	2025-11-13 17:55:58
22	0	0	52814388	526324	152735136	0	0	0	20961	190233	313091	23	1	76	0	0	0	2025-11-13 17:56:03
11	0	0	52697984	526332	152736316	0	0	0	40083	175205	293146	21	1	78	0	0	0	2025-11-13 17:56:08
18	0	0	52758680	526340	152736748	0	0	0	11950	115100	189820	11	1	88	0	0	0	2025-11-13 17:56:13
12	0	0	52769696	526344	152737140	0	0	0	3598	113860	189526	10	1	89	0	0	0	2025-11-13 17:56:18
20	0	0	52644844	526348	152737724	0	0	0	8666	134384	227727	14	1	85	0	0	0	2025-11-13 17:56:23
143	0	0	52516168	526352	152740284	0	0	0	12210	163670	292436	21	2	77	0	0	0	2025-11-13 17:56:28
36	0	0	52289496	526360	152743296	0	0	0	32752	189023	337686	29	2	69	0	0	0	2025-11-13 17:56:33
45	0	0	52117828	526368	152744992	0	0	0	27654	200469	348734	36	1	62	0	0	0	2025-11-13 17:56:38
11	0	0	51983628	526368	152746192	0	0	0	47253	160240	270362	18	1	81	0	0	0	2025-11-13 17:56:43
32	0	0	51077504	526412	153392376	0	0	0	21279	174687	291938	31	3	66	0	0	0	2025-11-13 17:56:48
50	0	0	51071828	526432	153394228	0	0	0	34813	178976	305813	27	1	71	0	0	0	2025-11-13 17:56:53
20	0	0	50939840	526440	153396652	0	0	0	51227	176704	280425	44	2	55	0	0	0	2025-11-13 17:56:58
16	0	0	50662052	526448	153397560	0	0	0	30574	177338	301037	21	1	78	0	0	0	2025-11-13 17:57:03
19	0	0	50700104	526452	153398528	0	0	0	12201	120797	201599	10	1	89	0	0	0	2025-11-13 17:57:08
34	0	0	50523228	526452	153399120	0	0	0	15896	144073	232410	14	1	85	0	0	0	2025-11-13 17:57:13
17	0	0	50507352	526460	153400124	0	0	0	26228	158774	266703	19	1	80	0	0	0	2025-11-13 17:57:18
27	0	0	50439464	526468	153400572	0	0	0	8753	134582	224643	14	1	85	0	0	0	2025-11-13 17:57:23
13	0	0	50222640	526468	153401692	0	0	0	23265	151622	253545	16	1	83	0	0	0	2025-11-13 17:57:28
10	0	0	50174224	526476	153402892	0	0	0	4784	115858	193663	11	1	89	0	0	0	2025-11-13 17:57:33
20	0	0	50168572	526484	153403264	0	0	0	3688	117645	199614	12	1	87	0	0	0	2025-11-13 17:57:38
13	0	0	49010312	526488	154582300	0	0	0	24794	158529	270149	17	4	79	0	0	0	2025-11-13 17:57:43
13	0	0	49021600	526488	154582652	0	0	0	3588	123834	214240	10	1	90	0	0	0	2025-11-13 17:57:48
12	0	0	48969776	526532	154583992	0	0	0	4594	110585	186072	7	1	92	0	0	0	2025-11-13 17:57:53
15	0	0	48957756	526540	154584192	0	0	0	6893	111156	182174	11	1	88	0	0	0	2025-11-13 17:57:58
29	0	0	48741092	526544	154584464	0	0	0	7156	130684	212453	14	1	85	0	0	0	2025-11-13 17:58:03
12	0	0	48727132	526548	154585376	0	0	0	27945	139141	228715	16	1	83	0	0	0	2025-11-13 17:58:08
34	0	0	48696232	526552	154585844	0	0	0	10621	131918	220773	14	1	85	0	0	0	2025-11-13 17:58:13
69	0	0	48476900	526556	154586580	0	0	0	27958	196333	346874	27	1	71	0	0	0	2025-11-13 17:58:18
47	0	0	48129676	526564	154589084	0	0	0	68770	158752	260444	44	1	54	0	0	0	2025-11-13 17:58:23
65	1	0	47941000	526568	154590784	0	0	0	41459	184882	316215	37	1	62	0	0	0	2025-11-13 17:58:28
61	0	0	47799220	526568	154594104	0	0	0	460	168275	263182	47	1	52	0	0	0	2025-11-13 17:58:33
17	0	0	47608772	526576	154595960	0	0	0	54089	176935	301721	31	1	68	0	0	0	2025-11-13 17:58:38
20	0	0	47512592	526584	154596736	0	0	0	30271	152061	254520	17	1	82	0	0	0	2025-11-13 17:58:43
24	0	0	47597376	526604	154598420	0	0	0	18477	175222	296415	31	1	67	0	0	0	2025-11-13 17:58:48
14	0	0	47491184	526652	154600060	0	0	0	40425	118924	199870	11	1	88	0	0	0	2025-11-13 17:58:53
12	0	0	47483056	526656	154600500	0	0	0	6055	113964	190434	10	1	89	0	0	0	2025-11-13 17:58:58
82	0	0	47328948	526660	154601060	0	0	0	6496	128761	204419	24	1	75	0	0	0	2025-11-13 17:59:03
9	0	0	47376968	526664	154601516	0	0	0	20452	121684	203356	12	1	88	0	0	0	2025-11-13 17:59:08
13	0	0	47365944	526668	154602012	0	0	0	7093	103266	174173	9	1	90	0	0	0	2025-11-13 17:59:13
21	0	0	47235116	526672	154602464	0	0	0	2602	134192	226837	14	1	85	0	0	0	2025-11-13 17:59:18
22	0	0	47022668	526676	154603076	0	0	0	17644	126117	210015	13	1	87	0	0	0	2025-11-13 17:59:23
14	0	0	46896908	526680	154603480	0	0	0	11623	122644	205347	12	1	87	0	0	0	2025-11-13 17:59:28
11	0	0	47158316	526684	154607696	0	0	0	5735	132210	274206	19	3	78	0	0	0	2025-11-13 17:59:33
18	0	0	47074604	526684	154608040	0	0	0	14445	121831	205633	12	1	87	0	0	0	2025-11-13 17:59:38
24	0	0	46838416	526692	154608732	0	0	0	7300	160190	277982	16	1	83	0	0	0	2025-11-13 17:59:43
9	0	0	46835944	526700	154608996	0	0	0	19321	101533	170395	7	1	92	0	0	0	2025-11-13 17:59:48
24	0	0	46798012	526740	154610492	0	0	0	3590	146122	255376	12	1	87	0	0	0	2025-11-13 17:59:53
25	0	0	46827716	526740	154611104	0	0	0	14108	203178	364138	25	1	74	0	0	0	2025-11-13 17:59:58
24	0	0	46889148	526748	154627036	0	0	0	39836	176998	293425	25	2	73	0	0	0	2025-11-13 18:00:03
61	0	0	46743928	526752	154651784	0	0	0	45123	180380	306408	35	2	63	0	0	0	2025-11-13 18:00:08
12	0	0	46511248	526760	154653312	0	0	0	55764	159214	268927	22	2	76	0	0	0	2025-11-13 18:00:13
18	0	0	45744280	526764	154654940	0	0	0	4796	106516	177456	8	1	91	0	0	0	2025-11-13 18:00:18
37	0	0	45437048	526768	154656752	0	0	0	6383	176130	284560	32	1	67	0	0	0	2025-11-13 18:00:23
68	0	0	45442212	526776	154622244	0	0	0	39617	181321	307828	39	1	60	0	0	0	2025-11-13 18:00:28
60	0	0	45449388	526776	154625280	0	0	0	63103	177380	284605	46	2	52	0	0	0	2025-11-13 18:00:33
17	0	0	45525736	526784	154626772	0	0	0	34739	154263	266713	22	1	76	0	0	0	2025-11-13 18:00:38
21	0	0	45518080	526788	154627944	0	0	0	14623	142048	239232	17	1	82	0	0	0	2025-11-13 18:00:43
9	0	0	45757704	526792	154628940	0	0	0	14429	188010	340435	16	1	83	0	0	0	2025-11-13 18:00:48
11	0	0	45650740	526844	154631220	0	0	0	9328	121386	212689	9	1	90	0	0	0	2025-11-13 18:00:53
16	0	0	45555764	526848	154633060	0	0	0	2243	116041	199771	10	1	89	0	0	0	2025-11-13 18:00:58
25	0	0	45534176	526852	154642876	0	0	0	4888	130020	268739	18	3	79	0	0	0	2025-11-13 18:01:03
20	0	0	45580364	526856	154653136	0	0	0	13114	136853	287218	21	3	75	0	0	0	2025-11-13 18:01:08
54	0	0	45512612	526856	154657068	0	0	0	14866	175982	307913	21	1	78	0	0	0	2025-11-13 18:01:13
9	0	0	45480848	526864	154662060	0	0	0	51781	141249	244975	21	1	77	0	0	0	2025-11-13 18:01:18
61	0	0	45517204	526868	154669372	0	0	0	16677	152297	312484	24	3	73	0	0	0	2025-11-13 18:01:23
37	0	0	45260324	526876	154688156	0	0	0	68283	191717	341622	39	2	59	0	0	0	2025-11-13 18:01:28
12	0	0	45129116	526884	154699852	0	0	0	77946	131703	273419	17	3	80	0	0	0	2025-11-13 18:01:33
23	0	0	44997288	526892	154708384	0	0	0	55386	117572	195909	10	1	89	0	0	0	2025-11-13 18:01:38
37	0	0	44682732	526900	154716288	0	0	0	98473	167577	333093	42	4	54	0	0	0	2025-11-13 18:01:43
2	0	0	44634584	526904	154711232	0	0	0	50628	76564	130204	8	1	91	0	0	0	2025-11-13 18:01:48
1	0	0	44406340	526952	154737160	0	0	0	33091	40960	114827	7	3	90	0	0	0	2025-11-13 18:01:53
11	0	0	44378780	526956	154744292	0	0	0	48611	38355	111039	5	2	92	0	0	0	2025-11-13 18:01:58
2	1	0	44251444	526960	154752828	0	0	0	60423	32543	51506	3	1	96	0	0	0	2025-11-13 18:02:03
1	0	0	77741476	526964	124783612	0	0	0	61658	39434	111892	7	3	90	0	0	0	2025-11-13 18:02:08
1	0	0	77598612	526968	124793108	0	0	0	53382	25613	45998	1	0	99	0	0	0	2025-11-13 18:02:13
1	0	0	77452388	526972	124789096	0	0	0	62070	36806	104962	7	3	90	0	0	0	2025-11-13 18:02:18
1	0	0	77304728	526972	124808292	0	0	0	55111	23813	43075	1	1	99	0	0	0	2025-11-13 18:02:23
