r	b	swpd	free	buff	cache	si	so	bi	bo	in	cs	us	sy	id	wa	st	gu	CST
0	0	0	13715284	519364	124168568	0	0	0	201	20915	39526	0	0	100	0	0	0	2025-11-13 16:29:27
1	0	0	13713800	519368	124168868	0	0	0	611	21415	40096	0	0	99	0	0	0	2025-11-13 16:29:32
0	0	0	14028152	519120	124165400	0	0	90	226	21286	39990	0	0	99	0	0	0	2025-11-13 16:29:37
1	0	0	13968328	519124	124165684	0	0	0	572	23616	44605	0	0	99	0	0	0	2025-11-13 16:29:42
0	0	0	14025612	519132	124161736	0	0	0	353	22594	42354	0	0	99	0	0	0	2025-11-13 16:29:47
1	0	0	13968864	519140	124162024	0	0	0	552	21754	40746	0	0	100	0	0	0	2025-11-13 16:29:52
0	0	0	13949912	519140	124162204	0	0	0	600	22940	40229	0	0	99	0	0	0	2025-11-13 16:29:57
0	0	0	13924236	519144	124162872	0	0	0	720	23139	43523	0	0	99	0	0	0	2025-11-13 16:30:02
84	0	0	13905736	519148	124166604	0	0	0	708	33768	106251	5	2	93	0	0	0	2025-11-13 16:30:07
0	0	0	13758440	519196	124167644	0	0	0	1468	25822	43524	2	0	97	0	0	0	2025-11-13 16:30:12
0	0	0	13783304	519204	124167776	0	0	0	213	23275	42818	0	0	99	0	0	0	2025-11-13 16:30:17
0	0	0	13757364	519204	124168060	0	0	0	604	22601	42306	0	0	99	0	0	0	2025-11-13 16:30:22
0	0	0	13789688	519208	124168336	0	0	0	577	21304	40267	0	0	100	0	0	0	2025-11-13 16:30:27
0	0	0	13791160	519212	124168628	0	0	0	197	21041	39718	0	0	100	0	0	0	2025-11-13 16:30:32
0	0	0	13788176	519220	124168916	0	0	0	202	21059	40023	0	0	100	0	0	0	2025-11-13 16:30:37
1	0	0	13784868	519220	124169204	0	0	0	559	22326	42204	0	0	100	0	0	0	2025-11-13 16:30:42
1	0	0	13762208	519224	124169508	0	0	0	641	21891	41303	0	0	100	0	0	0	2025-11-13 16:30:47
0	0	0	14056364	518976	124169776	0	0	0	313	22005	41831	0	0	100	0	0	0	2025-11-13 16:30:52
0	0	0	14020564	518984	124169908	0	0	0	655	23030	40318	0	0	99	0	0	0	2025-11-13 16:30:57
1	0	0	14056248	518992	124166012	0	0	0	218	21231	39875	0	0	99	0	0	0	2025-11-13 16:31:02
0	0	0	14025000	518996	124167068	0	0	0	647	22243	40345	0	0	99	0	0	0	2025-11-13 16:31:07
1	0	0	13842368	519056	124167824	0	0	0	1149	23782	42628	0	0	100	0	0	0	2025-11-13 16:31:12
0	0	0	13862164	519064	124167856	0	0	0	208	21770	40245	0	0	99	0	0	0	2025-11-13 16:31:17
2	0	0	13860796	519068	124168104	0	0	0	528	21422	40176	0	0	99	0	0	0	2025-11-13 16:31:22
2	0	0	13862304	519072	124168436	0	0	0	528	22819	42221	0	0	99	0	0	0	2025-11-13 16:31:27
4	0	0	13853956	519076	124168732	0	0	0	1285	23179	43713	0	0	100	0	0	0	2025-11-13 16:31:32
2	0	0	13853588	519080	124168952	0	0	0	196	21367	40175	0	0	99	0	0	0	2025-11-13 16:31:37
3	0	0	13825536	519084	124169236	0	0	0	587	21876	41187	0	0	100	0	0	0	2025-11-13 16:31:42
1	0	0	13845884	519084	124169432	0	0	0	195	21321	40474	0	0	100	0	0	0	2025-11-13 16:31:47
2	0	0	13841252	519088	124169772	0	0	0	649	21923	41436	0	0	100	0	0	0	2025-11-13 16:31:52
0	0	0	13842600	519096	124169992	0	0	0	623	23185	40992	0	0	100	0	0	0	2025-11-13 16:31:57
1	0	0	14134884	518844	124169004	0	0	0	667	21819	41277	0	0	100	0	0	0	2025-11-13 16:32:02
0	0	0	14102176	518844	124169352	0	0	0	316	22578	41480	0	0	100	0	0	0	2025-11-13 16:32:07
1	0	0	14008200	518644	124172256	0	0	410	1591	24617	43656	0	0	99	0	0	0	2025-11-13 16:32:12
1	0	0	14015452	518648	124172180	0	0	0	556	22408	40728	0	0	99	0	0	0	2025-11-13 16:32:17
1	0	0	14003584	518648	124172356	0	0	0	566	22088	41172	0	0	99	0	0	0	2025-11-13 16:32:22
1	0	0	75979292	518652	124172564	0	0	0	7795	26843	46831	0	1	99	0	0	0	2025-11-13 16:32:27
2	0	0	80068004	518652	124171388	0	0	0	2	20756	38860	0	0	99	0	0	0	2025-11-13 16:32:32
1	0	0	80062072	518660	124171668	0	0	0	194	20681	39099	0	0	100	0	0	0	2025-11-13 16:32:37
0	0	0	80072964	518664	124171916	0	0	0	688	21282	40054	0	0	100	0	0	0	2025-11-13 16:32:42
0	0	0	80074296	518668	124172212	0	0	0	233	20613	39124	0	0	100	0	0	0	2025-11-13 16:32:47
0	0	0	80071704	518668	124172456	0	0	0	584	21359	40496	0	0	100	0	0	0	2025-11-13 16:32:52
0	0	0	80075860	518672	124172760	0	0	0	281	22313	39278	0	0	100	0	0	0	2025-11-13 16:32:57
0	0	0	80075936	518676	124173004	0	0	0	659	20919	39671	0	0	100	0	0	0	2025-11-13 16:33:02
0	0	0	80083460	518680	124173284	0	0	0	265	21726	40052	0	0	100	0	0	0	2025-11-13 16:33:07
0	0	0	79949416	518760	124177396	0	0	0	1656	37875	113884	7	2	91	0	0	0	2025-11-13 16:33:12
0	0	0	80047568	518764	124177512	0	0	0	2272	22927	41743	0	0	99	0	0	0	2025-11-13 16:33:17
1	0	0	80055272	518768	124177852	0	0	0	185	20880	39423	0	0	100	0	0	0	2025-11-13 16:33:22
1	0	0	80071456	518772	124178156	0	0	0	196	21009	39638	0	0	99	0	0	0	2025-11-13 16:33:27
0	0	0	80072180	518772	124178388	0	0	0	743	22935	43605	0	0	100	0	0	0	2025-11-13 16:33:32
0	0	0	80076480	518776	124178664	0	0	0	634	21277	40282	0	0	100	0	0	0	2025-11-13 16:33:37
2	0	0	80056152	518780	124178948	0	0	0	554	21282	40403	0	0	100	0	0	0	2025-11-13 16:33:42
0	0	0	80079616	518784	124179240	0	0	0	577	21482	40615	0	0	100	0	0	0	2025-11-13 16:33:47
0	0	0	80073272	518792	124179520	0	0	0	578	21178	39998	0	0	100	0	0	0	2025-11-13 16:33:52
0	0	0	80075408	518796	124179800	0	0	0	201	22558	40042	0	0	100	0	0	0	2025-11-13 16:33:57
0	0	0	80076320	518800	124180108	0	0	0	757	21756	41049	0	0	100	0	0	0	2025-11-13 16:34:02
0	0	0	80082088	518804	124180396	0	0	0	637	22703	41149	0	0	99	0	0	0	2025-11-13 16:34:07
1	0	0	79955204	518860	124181460	0	0	0	1507	24713	43882	0	0	99	0	0	0	2025-11-13 16:34:12
0	0	0	80024896	518860	124181584	0	0	0	253	22309	41058	0	0	99	0	0	0	2025-11-13 16:34:17
0	0	0	80036372	518864	124181872	0	0	0	295	21660	41153	0	0	100	0	0	0	2025-11-13 16:34:22
0	0	0	80031904	518868	124182160	0	0	0	565	21656	41079	0	0	100	0	0	0	2025-11-13 16:34:27
1	0	0	80029840	518868	124182460	0	0	0	539	22696	42989	0	0	100	0	0	0	2025-11-13 16:34:32
0	0	0	80037508	518868	124182748	0	0	0	260	20730	39393	0	0	100	0	0	0	2025-11-13 16:34:37
2	0	0	80049308	518872	124183036	0	0	0	659	22438	42527	0	0	100	0	0	0	2025-11-13 16:34:42
1	0	0	80030788	518880	124183328	0	0	0	295	20975	39704	0	0	100	0	0	0	2025-11-13 16:34:47
0	0	0	80051888	518884	124183628	0	0	1	590	21875	40978	0	0	100	0	0	0	2025-11-13 16:34:52
0	0	0	80069692	518888	124183904	0	0	0	573	25275	44640	0	0	99	0	0	0	2025-11-13 16:34:57
0	0	0	80085924	518892	124184204	0	0	8	694	21876	40835	0	0	99	0	0	0	2025-11-13 16:35:02
2	0	0	80084092	518896	124184492	0	0	0	611	22872	41883	0	0	99	0	0	0	2025-11-13 16:35:07
3	0	0	79956152	518948	124185596	0	0	0	1566	23813	42408	0	0	99	0	0	0	2025-11-13 16:35:12
0	0	0	80078072	518948	124185828	0	0	0	253	22020	40621	0	0	99	0	0	0	2025-11-13 16:35:17
0	0	0	80076768	518948	124186072	0	0	0	611	22237	42389	0	0	100	0	0	0	2025-11-13 16:35:22
0	0	0	80083080	518952	124186424	0	0	0	177	21078	40025	0	0	100	0	0	0	2025-11-13 16:35:27
0	0	0	80087056	518956	124186716	0	0	0	229	21114	39840	0	0	99	0	0	0	2025-11-13 16:35:32
2	0	0	80093028	518960	124186988	0	0	0	579	22885	42560	0	0	99	0	0	0	2025-11-13 16:35:37
1	0	0	80081064	518964	124187280	0	0	0	606	21087	39807	0	0	100	0	0	0	2025-11-13 16:35:42
0	0	0	80085876	518972	124187572	0	0	0	616	21479	40246	0	0	99	0	0	0	2025-11-13 16:35:47
1	0	0	80084952	518972	124187872	0	0	0	601	21243	39957	0	0	100	0	0	0	2025-11-13 16:35:52
0	0	0	80091016	518980	124188156	0	0	0	208	22100	39307	0	0	100	0	0	0	2025-11-13 16:35:57
0	0	0	80089364	518984	124191312	0	0	0	858	34009	107616	7	2	91	0	0	0	2025-11-13 16:36:02
0	0	0	80097184	518992	124191628	0	0	0	14	21395	39546	0	0	100	0	0	0	2025-11-13 16:36:07
0	0	0	79981324	519040	124192708	0	0	0	1551	24372	43559	0	0	100	0	0	0	2025-11-13 16:36:12
0	0	0	80074868	519040	124192956	0	0	0	218	22818	42072	0	0	99	0	0	0	2025-11-13 16:36:17
0	0	0	80081368	519040	124193248	0	0	0	227	23573	44707	0	0	100	0	0	0	2025-11-13 16:36:22
0	0	0	80069148	519040	124193560	0	0	0	1326	22969	43160	0	0	99	0	0	0	2025-11-13 16:36:27
0	0	0	80077024	519048	124193788	0	0	0	230	20954	39742	0	0	100	0	0	0	2025-11-13 16:36:32
0	0	0	80070964	519052	124194156	0	0	0	301	21802	41582	0	0	100	0	0	0	2025-11-13 16:36:37
0	0	0	80078664	519060	124194456	0	0	0	577	20859	39473	0	0	100	0	0	0	2025-11-13 16:36:42
1	0	0	80067152	519068	124194756	0	0	0	303	20846	39347	0	0	100	0	0	0	2025-11-13 16:36:47
0	0	0	80082544	519076	124195044	0	0	0	510	21982	41751	0	0	100	0	0	0	2025-11-13 16:36:52
1	0	0	80077544	519084	124195340	0	0	0	536	22549	39763	0	0	100	0	0	0	2025-11-13 16:36:57
0	0	0	80081672	519088	124195640	0	0	0	838	21618	40969	0	0	100	0	0	0	2025-11-13 16:37:02
0	0	0	80079764	519092	124195864	0	0	0	599	22282	40955	0	0	100	0	0	0	2025-11-13 16:37:07
0	0	0	79965472	519116	124196180	0	0	0	797	23503	42681	0	0	99	0	0	0	2025-11-13 16:37:12
0	0	0	80061968	519136	124197148	0	0	0	903	23901	43191	0	1	99	0	0	0	2025-11-13 16:37:17
0	0	0	80066852	519144	124197440	0	0	0	225	21214	40187	0	0	100	0	0	0	2025-11-13 16:37:22
1	0	0	80077136	519148	124197680	0	0	0	278	21883	41183	0	0	99	0	0	0	2025-11-13 16:37:27
1	0	0	80072924	519152	124198032	0	0	0	550	21331	40198	0	0	100	0	0	0	2025-11-13 16:37:32
0	0	0	80066956	519156	124198292	0	0	0	770	21746	40876	0	0	100	0	0	0	2025-11-13 16:37:37
0	0	0	80073816	519156	124198528	0	0	0	606	21694	41115	0	0	100	0	0	0	2025-11-13 16:37:42
1	0	0	80072264	519160	124198884	0	0	0	606	21356	40106	0	0	100	0	0	0	2025-11-13 16:37:47
5	0	0	80052108	519168	124199176	0	0	0	252	20454	38923	0	0	100	0	0	0	2025-11-13 16:37:52
14	0	0	80073592	519172	124199472	0	0	0	687	21955	39649	0	0	100	0	0	0	2025-11-13 16:37:57
0	0	0	80074796	519176	124199756	0	0	0	643	21184	40133	0	0	100	0	0	0	2025-11-13 16:38:02
0	0	0	80079168	519184	124200048	0	0	0	711	23045	42495	0	0	100	0	0	0	2025-11-13 16:38:07
3	0	0	80053964	519208	124200328	0	0	0	666	22337	41769	0	0	100	0	0	0	2025-11-13 16:38:12
1	0	0	80058152	519232	124201496	0	0	0	3036	26028	45039	0	1	99	0	0	0	2025-11-13 16:38:17
0	0	0	80060548	519240	124201792	0	0	0	213	21470	40164	0	0	99	0	0	0	2025-11-13 16:38:22
1	0	0	80061020	519248	124202088	0	0	0	597	22282	42075	0	0	99	0	0	0	2025-11-13 16:38:27
0	0	0	80065412	519252	124202384	0	0	0	290	22216	41899	0	0	100	0	0	0	2025-11-13 16:38:32
0	0	0	80066364	519256	124202684	0	0	0	553	21728	40946	0	0	100	0	0	0	2025-11-13 16:38:37
0	0	0	80071660	519256	124202968	0	0	0	230	21551	40874	0	0	100	0	0	0	2025-11-13 16:38:42
2	0	0	80060512	519256	124203268	0	0	0	634	21186	39838	0	0	100	0	0	0	2025-11-13 16:38:47
0	0	0	80073444	519264	124206456	0	0	0	569	34911	109961	7	2	91	0	0	0	2025-11-13 16:38:52
0	0	0	80078516	519268	124206768	0	0	0	577	23739	42237	0	0	100	0	0	0	2025-11-13 16:38:57
0	0	0	80082212	519272	124207064	0	0	0	713	22162	42147	0	0	100	0	0	0	2025-11-13 16:39:02
1	0	0	80083368	519276	124207284	0	0	0	570	22592	41351	0	0	100	0	0	0	2025-11-13 16:39:07
1	0	0	80091600	519280	124207520	0	0	0	709	21050	39679	0	0	100	0	0	0	2025-11-13 16:39:12
0	0	0	80045096	519300	124208712	0	0	0	1077	24210	42702	0	0	99	0	0	0	2025-11-13 16:39:17
0	0	0	80055236	519304	124209012	0	0	0	241	21124	40181	0	0	100	0	0	0	2025-11-13 16:39:22
0	0	0	80062824	519308	124209304	0	0	0	614	22200	41663	0	0	99	0	0	0	2025-11-13 16:39:27
0	0	0	80056184	519312	124209596	0	0	0	660	21956	41004	0	0	99	0	0	0	2025-11-13 16:39:32
0	0	0	80057012	519316	124209888	0	0	0	229	21545	40795	0	0	99	0	0	0	2025-11-13 16:39:37
0	0	0	80055848	519320	124210176	0	0	0	322	21433	40660	0	0	100	0	0	0	2025-11-13 16:39:42
0	0	0	80065388	519320	124210476	0	0	0	334	21098	39717	0	0	99	0	0	0	2025-11-13 16:39:47
1	0	0	80045900	519328	124210772	0	0	0	603	22613	42974	0	0	100	0	0	0	2025-11-13 16:39:52
0	0	0	80070696	519328	124211072	0	0	0	560	21949	39991	0	0	100	0	0	0	2025-11-13 16:39:57
0	0	0	80067828	519332	124211720	0	0	0	660	21511	40560	0	0	100	0	0	0	2025-11-13 16:40:02
0	0	0	80073240	519336	124212020	0	0	0	301	22852	41955	0	0	100	0	0	0	2025-11-13 16:40:07
0	0	0	80078492	519344	124212312	0	0	0	675	21616	40522	0	0	100	0	0	0	2025-11-13 16:40:12
0	0	0	80025800	519404	124213404	0	0	0	1568	23655	42205	0	0	99	0	0	0	2025-11-13 16:40:17
0	0	0	80049040	519412	124213596	0	0	0	191	22371	41785	0	0	100	0	0	0	2025-11-13 16:40:22
0	0	0	80050260	519420	124213888	0	0	0	522	20967	39659	0	0	100	0	0	0	2025-11-13 16:40:27
0	0	0	80055924	519424	124214128	0	0	0	210	22196	42064	0	0	100	0	0	0	2025-11-13 16:40:32
0	0	0	80063784	519432	124214428	0	0	1	289	20963	39636	0	0	100	0	0	0	2025-11-13 16:40:37
0	0	0	80060724	519436	124214772	0	0	0	603	21574	40741	0	0	100	0	0	0	2025-11-13 16:40:42
1	0	0	80059132	519444	124215012	0	0	0	265	22740	42828	0	0	99	0	0	0	2025-11-13 16:40:47
0	0	0	80053296	519448	124215304	0	0	0	660	21623	40296	0	0	100	0	0	0	2025-11-13 16:40:52
1	0	0	80035328	519448	124215600	0	0	0	284	22850	40298	0	0	99	0	0	0	2025-11-13 16:40:57
0	0	0	80061220	519448	124215888	0	0	0	682	22072	41639	0	0	100	0	0	0	2025-11-13 16:41:02
0	0	0	80054528	519456	124216176	0	0	0	689	24424	45036	0	0	99	0	0	0	2025-11-13 16:41:07
0	0	0	80052192	519464	124216412	0	0	0	532	23211	44328	0	0	100	0	0	0	2025-11-13 16:41:12
1	0	0	80006824	519508	124217768	0	0	0	1519	24605	43935	0	0	99	0	0	0	2025-11-13 16:41:17
1	0	0	80038872	519516	124218004	0	0	0	226	21307	39543	0	0	99	0	0	0	2025-11-13 16:41:22
0	0	0	80058936	519524	124218360	0	0	0	1287	24287	45634	0	0	99	0	0	0	2025-11-13 16:41:27
0	0	0	80062300	519532	124218596	0	0	0	213	23072	43921	0	0	100	0	0	0	2025-11-13 16:41:32
1	0	0	80067904	519540	124218948	0	0	0	635	22373	42108	0	0	99	0	0	0	2025-11-13 16:41:37
1	0	0	80066300	519548	124222128	0	0	0	561	33880	105558	7	2	91	0	0	0	2025-11-13 16:41:42
0	0	0	80063700	519556	124222448	0	0	0	612	21874	41374	0	0	100	0	0	0	2025-11-13 16:41:47
2	0	0	80040744	519556	124222740	0	0	0	266	20927	39839	0	0	100	0	0	0	2025-11-13 16:41:52
1	0	0	80055656	519556	124223056	0	0	0	258	22361	39604	0	0	100	0	0	0	2025-11-13 16:41:57
0	0	0	80058116	519556	124223360	0	0	0	698	21036	39766	0	0	100	0	0	0	2025-11-13 16:42:02
0	0	0	80059472	519564	124223676	0	0	0	540	22187	40925	0	0	100	0	0	0	2025-11-13 16:42:07
0	0	0	80059976	519568	124223968	0	0	0	591	22509	42637	0	0	100	0	0	0	2025-11-13 16:42:12
0	0	0	79936760	519608	124224712	0	0	0	1568	23951	42620	0	0	99	0	0	0	2025-11-13 16:42:17
1	0	0	80033816	519612	124225308	0	0	0	257	22738	42499	0	0	100	0	0	0	2025-11-13 16:42:22
0	0	0	80052468	519620	124225612	0	0	0	230	22875	43630	0	0	100	0	0	0	2025-11-13 16:42:27
0	0	0	80049804	519624	124225908	0	0	0	559	21216	40228	0	0	100	0	0	0	2025-11-13 16:42:32
2	0	0	80049596	519632	124226136	0	0	0	308	20955	39942	0	0	100	0	0	0	2025-11-13 16:42:37
1	0	0	80045284	519640	124226428	0	0	0	608	21553	40462	0	0	99	0	0	0	2025-11-13 16:42:42
1	0	0	80048412	519648	124226724	0	0	0	254	21079	39688	0	0	99	0	0	0	2025-11-13 16:42:47
0	0	0	80054476	519652	124227028	0	0	0	546	21195	39777	0	0	100	0	0	0	2025-11-13 16:42:52
1	0	0	80055128	519656	124227320	0	0	0	603	22937	40231	0	0	99	0	0	0	2025-11-13 16:42:57
2	0	0	80057420	519660	124227624	0	0	0	605	21221	40000	0	0	100	0	0	0	2025-11-13 16:43:02
14	0	0	80053884	519668	124227916	0	0	0	526	21927	40127	0	0	100	0	0	0	2025-11-13 16:43:07
0	0	0	80059540	519684	124228216	0	0	0	652	21539	40793	0	0	100	0	0	0	2025-11-13 16:43:12
0	0	0	79936256	519724	124228600	0	0	0	2845	25463	45272	0	0	99	0	0	0	2025-11-13 16:43:17
0	0	0	80027344	519732	124229672	0	0	0	1019	21956	40754	0	0	100	0	0	0	2025-11-13 16:43:22
1	0	0	80035584	519736	124229936	0	0	0	210	22163	41537	0	0	99	0	0	0	2025-11-13 16:43:27
0	0	0	80039136	519740	124230236	0	0	0	701	22431	42076	0	0	99	0	0	0	2025-11-13 16:43:32
0	0	0	80051948	519740	124230536	0	0	0	740	21951	41261	0	0	99	0	0	0	2025-11-13 16:43:37
1	0	0	80050232	519740	124230780	0	0	0	585	21400	40185	0	0	100	0	0	0	2025-11-13 16:43:42
0	0	0	80047244	519744	124231128	0	0	7	606	21275	39953	0	0	100	0	0	0	2025-11-13 16:43:47
1	0	0	80030804	519748	124231424	0	0	0	655	21993	41753	0	0	100	0	0	0	2025-11-13 16:43:52
1	0	0	80050484	519752	124231724	0	0	0	229	22468	39597	0	0	100	0	0	0	2025-11-13 16:43:57
0	0	0	80057844	519756	124232032	0	0	0	733	21194	40043	0	0	100	0	0	0	2025-11-13 16:44:02
1	0	0	80053184	519764	124232328	0	0	0	651	21763	39944	0	0	100	0	0	0	2025-11-13 16:44:07
0	0	0	80049056	519768	124232628	0	0	0	715	21099	39903	0	0	100	0	0	0	2025-11-13 16:44:12
0	0	0	79928484	519820	124233020	0	0	0	1067	23723	42507	0	0	99	0	0	0	2025-11-13 16:44:17
0	0	0	80012684	519828	124234020	0	0	0	282	21976	40655	0	0	99	0	0	0	2025-11-13 16:44:22
0	0	0	80014700	519832	124234316	0	0	0	570	22335	41870	0	0	100	0	0	0	2025-11-13 16:44:27
0	0	0	80015440	519836	124237520	0	0	0	548	35323	112237	7	2	91	0	0	0	2025-11-13 16:44:32
0	0	0	80024520	519840	124237828	0	0	0	212	22057	41491	0	0	100	0	0	0	2025-11-13 16:44:37
0	0	0	80004560	519844	124238160	0	0	2	560	24066	43752	0	0	100	0	0	0	2025-11-13 16:44:42
0	0	0	79992572	519852	124238560	0	0	2	510	23208	42319	0	0	100	0	0	0	2025-11-13 16:44:47
0	0	0	80000668	519852	124238884	0	0	0	790	23739	43358	0	0	99	0	0	0	2025-11-13 16:44:52
1	0	0	79991020	519860	124239180	0	0	0	804	24933	42795	0	0	99	0	0	0	2025-11-13 16:44:57
1	0	0	80007668	519868	124239492	0	0	0	726	22603	41681	0	0	99	0	0	0	2025-11-13 16:45:02
0	0	0	80011152	519872	124239792	0	0	0	594	23884	42921	0	0	99	0	0	0	2025-11-13 16:45:07
0	0	0	80005372	519880	124240096	0	0	0	378	21826	40633	0	0	99	0	0	0	2025-11-13 16:45:12
0	0	0	79900880	519940	124240420	0	0	0	1591	26296	45773	0	0	99	0	0	0	2025-11-13 16:45:17
1	0	0	80008656	519940	124241456	0	0	0	639	23902	43081	0	0	99	0	0	0	2025-11-13 16:45:22
0	0	0	80007472	519944	124241752	0	0	0	251	21957	41425	0	0	100	0	0	0	2025-11-13 16:45:27
1	0	0	80007052	519952	124242052	0	0	0	243	22080	41639	0	0	100	0	0	0	2025-11-13 16:45:32
2	0	0	79998928	519960	124242348	0	0	0	209	21960	41351	0	0	100	0	0	0	2025-11-13 16:45:37
0	0	0	80035492	519968	124242760	0	0	0	279	21361	39818	0	0	100	0	0	0	2025-11-13 16:45:42
0	0	0	80030684	519968	124243064	0	0	0	808	21758	40628	0	0	100	0	0	0	2025-11-13 16:45:47
0	0	0	80036232	519976	124243364	0	0	0	716	21576	40207	0	0	100	0	0	0	2025-11-13 16:45:52
1	0	0	80040660	519984	124243604	0	0	0	231	22937	40238	0	0	99	0	0	0	2025-11-13 16:45:57
0	0	0	80039876	519988	124243960	0	0	0	690	21827	40339	0	0	99	0	0	0	2025-11-13 16:46:02
1	0	0	80035044	519996	124244256	0	0	0	227	21918	39719	0	0	99	0	0	0	2025-11-13 16:46:07
0	0	0	80046940	520000	124244496	0	0	0	662	21486	40026	0	0	100	0	0	0	2025-11-13 16:46:12
0	0	0	79917388	520048	124244804	0	0	0	1599	24553	43440	0	0	99	0	0	0	2025-11-13 16:46:17
0	0	0	80006360	520052	124245812	0	0	0	259	22276	41227	0	0	100	0	0	0	2025-11-13 16:46:22
0	0	0	80017572	520060	124246164	0	0	0	298	22739	42723	0	0	100	0	0	0	2025-11-13 16:46:27
1	0	0	80002756	520064	124246480	0	0	1	1231	24219	43901	0	0	100	0	0	0	2025-11-13 16:46:32
0	0	0	80009304	520064	124246780	0	0	0	631	24286	44959	0	0	100	0	0	0	2025-11-13 16:46:37
2	0	0	79989832	520072	124247036	0	0	0	602	24108	44632	0	0	100	0	0	0	2025-11-13 16:46:42
0	0	0	79989728	520076	124247336	0	0	0	648	23284	42949	0	0	100	0	0	0	2025-11-13 16:46:47
0	0	0	79978688	520076	124247664	0	0	1	530	23563	42735	0	0	99	0	0	0	2025-11-13 16:46:52
1	0	0	79982592	520080	124247964	0	0	0	212	23820	41178	0	0	99	0	0	0	2025-11-13 16:46:57
0	0	0	79981396	520084	124248260	0	0	0	688	23843	43752	0	0	99	0	0	0	2025-11-13 16:47:02
0	0	0	79984880	520092	124248556	0	0	0	566	24303	43657	0	0	99	0	0	0	2025-11-13 16:47:07
0	0	0	79978896	520096	124248856	0	0	0	838	22365	41620	0	0	100	0	0	0	2025-11-13 16:47:12
0	0	0	79864776	520136	124249284	0	0	0	1391	25007	45229	0	0	99	0	0	0	2025-11-13 16:47:17
83	0	0	80003268	520140	124251932	0	0	0	270	29545	79290	1	1	97	0	0	0	2025-11-13 16:47:22
0	0	0	80004096	520148	124253472	0	0	0	568	30573	76854	6	1	93	0	0	0	2025-11-13 16:47:27
0	0	0	80008560	520148	124253796	0	0	0	590	22101	40510	0	0	99	0	0	0	2025-11-13 16:47:32
1	0	0	79982940	520156	124254112	0	0	0	761	24167	45137	0	0	99	0	0	0	2025-11-13 16:47:37
2	0	0	79996400	520164	124254408	0	0	0	610	22210	41172	0	0	100	0	0	0	2025-11-13 16:47:42
3	0	0	80022848	520168	124254700	0	0	0	260	21873	40287	0	0	99	0	0	0	2025-11-13 16:47:47
0	0	0	80021756	520172	124255004	0	0	0	838	21475	40018	0	0	100	0	0	0	2025-11-13 16:47:52
1	0	0	80025780	520172	124255228	0	0	0	618	23518	41165	0	0	100	0	0	0	2025-11-13 16:47:57
2	0	0	80021836	520176	124255532	0	0	0	696	22332	41835	0	0	100	0	0	0	2025-11-13 16:48:02
1	0	0	80019052	520180	124255832	0	0	0	609	22360	40136	0	0	100	0	0	0	2025-11-13 16:48:07
0	0	0	80035708	520184	124256128	0	0	0	323	22153	41721	0	0	100	0	0	0	2025-11-13 16:48:12
1	0	0	79902180	520244	124256456	0	0	0	3360	25322	44397	0	0	99	0	0	0	2025-11-13 16:48:17
0	0	0	79999128	520244	124256720	0	0	0	530	22417	40950	0	0	100	0	0	0	2025-11-13 16:48:22
0	0	0	80005000	520248	124257748	0	0	0	3843	22333	41524	0	0	100	0	0	0	2025-11-13 16:48:27
2	0	0	80020900	520256	124258036	0	0	0	219	21704	40548	0	0	99	0	0	0	2025-11-13 16:48:32
0	0	0	80034472	520256	124258336	0	0	0	200	22134	41202	0	0	99	0	0	0	2025-11-13 16:48:37
1	0	0	80001100	520260	124258632	0	0	0	648	23141	43259	0	0	100	0	0	0	2025-11-13 16:48:42
0	0	0	80025508	520268	124258932	0	0	0	632	21696	40235	0	0	99	0	0	0	2025-11-13 16:48:47
1	0	0	80028024	520272	124259224	0	0	0	814	22126	41099	0	0	100	0	0	0	2025-11-13 16:48:52
0	0	0	80031072	520276	124259656	0	0	0	724	22507	40296	0	0	100	0	0	0	2025-11-13 16:48:57
2	0	0	80021644	520280	124259940	0	0	0	234	22042	41657	0	0	100	0	0	0	2025-11-13 16:49:02
0	0	0	80020916	520288	124260236	0	0	0	219	21649	39433	0	0	100	0	0	0	2025-11-13 16:49:07
0	0	0	80007596	520292	124260544	0	0	0	702	23932	43647	0	0	100	0	0	0	2025-11-13 16:49:12
1	0	0	79878856	520328	124260852	0	0	0	1224	25852	45486	0	0	99	0	0	0	2025-11-13 16:49:17
0	0	0	79973584	520344	124261056	0	0	0	1297	23304	42006	0	0	100	0	0	0	2025-11-13 16:49:22
0	0	0	79977020	520348	124262188	0	0	0	267	23406	42740	0	0	99	0	0	0	2025-11-13 16:49:27
2	0	0	79975708	520356	124262468	0	0	0	685	23645	43368	0	0	100	0	0	0	2025-11-13 16:49:32
0	0	0	79978876	520360	124262768	0	0	0	209	22879	42362	0	0	100	0	0	0	2025-11-13 16:49:37
0	0	0	79991888	520360	124263060	0	0	0	646	22818	42266	0	0	100	0	0	0	2025-11-13 16:49:42
2	0	0	79972884	520364	124263308	0	0	0	566	22194	41289	0	0	100	0	0	0	2025-11-13 16:49:47
0	0	0	79985236	520368	124263604	0	0	0	742	21822	40661	0	0	100	0	0	0	2025-11-13 16:49:52
1	0	0	79989628	520376	124263896	0	0	0	206	24031	42602	0	0	100	0	0	0	2025-11-13 16:49:57
1	0	0	79986252	520384	124264568	0	0	0	710	23023	42404	0	0	100	0	0	0	2025-11-13 16:50:02
